Resolución;Fecha;Resumen;Subtema;año
  127-2018-;2018;  127-2018- Aprueban Precio a Nivel Generación en Subestaciones Base para la determinación de las tarifas máximas a los Usuarios Regulados del Sistema Eléctrico Interconectado Nacional, y su fórmula de reajuste. (e. 25/07/2018-p.27/07/2018).;Tarifarias;2018
  128-2018-;2018;  128-2018- Aprueban factores de actualización “p” aplicables para determinar los cargos unitarios por Compensación por Seguridad de Suministro de Reserva Fría, por Prima, por FISE, por Capacidad de Generación Eléctrica y por Compensación de la Confiabilidad en la Cadena de Suministro de Energía. (e. 25/07/2018-p.27/07/2018).;Tarifarias;2018
  129-2018-;2018;  129-2018- Aprueban Factor de Recargo del Fondo de Compensación Social Eléctrica aplicable a los cargos tarifarios de los usuarios del servicio público de electricidad de los sistemas interconectados y el Programa Trimestral de Transferencias Externas correspondiente al período del 4 de agosto al 31 de octubre de 2018. (e. 25/07/2018-p.27/07/2018).;Tarifarias;2018
  130-2018-;2018;  130-2018- Establecen Saldo de la Cuenta de Promoción y el reajuste tarifario de la concesión de distribución de gas natural por red de ductos de Lima y Callao. (e. 25/07/2018-p.27/07/2018).;Tarifarias;2018
  131-2018-;2018;  131-2018- Declaran fundado en parte el recurso de reconsideración interpuesto por la empresa Luz del Sur S.A.A. contra la Resolución  083-2018-. (e. 07/08/2018-p.10/08/2018);Tarifarias;2018
  133-2018-;2018;  133-2018- Disponen publicar proyecto de resolución que fija el Valor Nuevo de Reemplazo al 31 de diciembre de 2017 conjuntamente con los Informes  377-2018-GRT y  378-2018-GRT y los instaladores base de datos y manuales de usuario del Sistema de Información VNRGIS. (e. 09/08/2018-p.11/08/2018);Tarifarias;2018
  134-2018-;2018;  134-2018- Proyecto de Resolución que aprueba Tarifas de Distribución Eléctrica aplicables al período comprendido entre viembre de 2018 y octubre de 2022 para diversas empresas. (e. 09/08/2018-p.11/08/2018);Tarifarias;2018
  135-2018-;2018;  135-2018- Declara infundado el recurso de reconsideración interpuesto por la empresa Luz del Sur S.A.A. contra la Resolución   123-2018-, que declaró improcedente la solicitud de confidencialidad presentada por dicha empresa. (e. 09/08/2018-p.13/08/2018);Tarifarias;2018
  136-2018-;2018;  136-2018- Desestiman solicitud presentada por la empresa La Virgen S.A.C. para regular peajes y compensaciones que deben asumir terceros por el uso de Línea de Transmisión S.E. La Virgen - S.E. Caripa y subestaciones asociada. (e. 17/08/2018-p.21/08/2018);Tarifarias;2018
  137-2018-;2018;  137-2018- Disponen la publicación del Informe Técnico  396-2018-GRT “Proceso Regulatorio de los Precios en Barra correspondiente al periodo mayo 2018 - abril 2019” en la web institucional. (e. 28/08/2018-p.30/08/2018);Tarifarias;2018
  138-2018-;2018;  138-2018- Aprueban costos administrativos incurridos en el período comprendido entre diciembre 2017 y junio 2018, por la empresa Gas Natural de Lima y Callao S.A. con motivo de la implementación del FISE, en el marco del Programa de Promoción de Nuevos Suministros Residenciales de Gas Natural. (e. 28/08/2018-p.30/08/2018);Tarifarias;2018
  141-2018-;2018;  141-2018- Disponen la publicación del proyecto de resolución que aprueba adecuaciones a la rma “Opciones Tarifarias y Condiciones de Aplicación de las Tarifas a Usuario Final”, exposición de motivos e informes de la Gerencia de Regulación de Tarifas, en el portal de internet de . (e. 10/09/2018-p.12/09/2018);Tarifarias;2018
  142-2018-;2018;  142-2018- Disponen la publicación del proyecto de resolución que aprueba valorización de la red de gas natural instalada en la zona industrial de Trujillo, en valores a marzo de 2018, para los fines dispuestos en el D.S.  063-2005-EM. (e. 10/09/2018-p.12/09/2018);Tarifarias;2018
  143-2018-;2018;  143-2018- Modifican el Plan de Inversiones en Transmisión del período mayo 2017 - abril 2021, aprobado mediante Res. Nº 104-2016- , en lo correspondiente al Área de Demanda 5, a solicitud de la empresa Statkraft Perú S.A. (e. 10/09/2018-p.12/09/2018);Tarifarias;2018
  144-2018-;2018;"  144-2018- Fijan, de forma definitiva, el Costo Medio Anual y su fórmula de actualización, la responsabilidad de pago de las instalaciones; así como las compensaciones, peajes y su fórmula de actualización para el período comprendido del 26 de mayo de 2016 al 30 de abril 2021, de las instalaciones del Sistema Complementario de Transmisión de Libre Negociación, de la empresa Sociedad Minera Cerro Verde S.A.A. (e. 24/09/2018-p.26/09/2018)";Tarifarias;2018
  145-2018-;2018;  145-2018- Modifican el Plan de Inversiones en Transmisión del período comprendido entre el 01 de mayo de 2017 al 30 de abril de 2021, aprobado mediante Resolución Nº 104-2016- y reemplazado con Resolución Nº 193-2016-, en lo correspondiente al Área de Demanda 5, como consecuencia de la solicitud formulada por la empresa Electro Dunas S.A.A. (e. 24/09/2018-p.26/09/2018);Tarifarias;2018
  146-2018-;2018;  146-2018- Modifican el Plan de Inversiones en Transmisión del período comprendido entre el 01 de mayo de 2017 al 30 de abril de 2021, aprobado mediante Resolución Nº 104-2016- y reemplazado con Resolución Nº 193-2016-, en lo correspondiente al Área de Demanda 5, como consecuencia de la solicitud formulada por la empresa Electrocentro S.A. (e. 24/09/2018-p.26/09/2018);Tarifarias;2018
  147-2018-;2018;  147-2018- Declaran improcedente, fundado e infundado los extremos del   recurso de reconsideración interpuesto por la Empresa Entelin Perú S.A.C. contra la Resolución  Nº 122-2018-, que aprobó la fijación de la Tarifa Eléctrica Rural para Suministros  Convencionales (Sistemas Fotovoltaicos, en adelante “SFV”) y sus condiciones de aplicación. (e. 24/09/2018-p.26/09/2018);Tarifarias;2018
  148-2018-;2018;  148-2018- Declaran improcedente, fundado e infundado los extremos del  el recurso de reconsideración interpuesto por la Asociación Civil Acciona Microenergía Perú contra la Resolución  Nº 122-2018-, que aprobó la fijación de la Tarifa Eléctrica Rural para Suministros  Convencionales (Sistemas Fotovoltaicos, en adelante “SFV”) y sus condiciones de aplicación. (e. 24/09/2018-p.26/09/2018);Tarifarias;2018
  149-2018-;2018;  149-2018- Declaran improcedente, fundado e infundado los extremos del  el recurso de reconsideración interpuesto por la empresa Electro Ucayali S.A. contra la Resolución  Nº 122-2018-, que aprobó la fijación de la Tarifa Eléctrica Rural para Suministros  Convencionales (Sistemas Fotovoltaicos, en adelante “SFV”) y sus condiciones de aplicación. (e. 24/09/2018-p.26/09/2018);Tarifarias;2018
  150-2018-;2018;  150-2018- Aprueban Resolución Complementaria que modifica la Resolución Nº 122-2018-, que aprobó la fijación de la Tarifa Eléctrica Rural para Suministros  Convencionales (Sistemas Fotovoltaicos, en adelante “SFV”) y sus condiciones de aplicación. (e. 24/09/2018-p.26/09/2018);Tarifarias;2018
  155-2018-;2018;  155-2018- Modifica el Plan de Inversiones en Transmisión comprendido entre el periodo 01 de mayo de 2017 al 30 de abril de 2021, aprobado con Resolución Nº 104-2016-, y reemplazado con Resolución  193-2016-, correspondiente al Área de Demanda 3, a solicitud de Hidrandina. (e. 12/10/2018 - p. 16/10/2018);Tarifarias;2018
  156-2018-;2018;  156-2018- Modifica el Plan de Inversiones en Transmisión comprendido entre el periodo 01 de mayo de 2017 al 30 de abril de 2021, aprobado con Resolución Nº 104-2016-, y reemplazado con Resolución  193-2016-, correspondiente al Área de Demanda 8, a solicitud de la empresa Consorcio Eléctrico de Villacurí S.A.C. (e. 12/10/2018 - p. 16/10/2018);Tarifarias;2018
  157-2018-;2018;  157-2018- Fija el Valor Nuevo de Reemplazo (VNR) de las Instalaciones de Distribución Eléctrica al 31 de diciembre de 2017. (e. 15/10/2018 - p. 16/10/2018);Tarifarias;2018
  158-2018-;2018;  158-2018- Fija el Valor Agregado de Distribución (VAD) comprendido entre el periodo 01 de viembre de 2018 al 31 de octubre de 2022. (e. 15/10/2018 - p. 16/10/2018);Tarifarias;2018
  159-2018-;2018;  159-2018- Modifican Plan de Inversiones en Transmisión del periodo mayo 2017 - abril 2021 a que se refieren las RR. s. 104 y 193- 2016-, respecto del Área de Demanda 1, a solicitud de Electroroeste S.A. (e. 23/10/2018 - p. 25/10/2018);Tarifarias;2018
  160-2018-;2018;  160-2018- Modifican Plan de Inversiones en Transmisión del periodo mayo 2017 - abril 2021, a que se refieren las RR. s. 104 y 193- 2016-, respecto del Área de Demanda 6, a solicitud de Enel Distribución Perú S.A.A. (e. 23/10/2018 - p. 25/10/2018);Tarifarias;2018
  161-2018-;2018;  161-2018- Modifican la Res.  230-2017- a efectos de efectuar la devolución del Cargo Tarifario SISE a cada Usuario Final Beneficiario de la empresa Pure Biofuels del Perú S.A.C. (e. 23/10/2018 - p. 25/10/2018);Tarifarias;2018
  165-2018-;2018;  165-2018- Precisan la Res. Nº 136-2018- en lo referente a la calificación de la Línea de Transmisión de 138 kV S.E. La Vigen - S.E. Caripa y subestaciones asociadas. (e. 26/10/2018 - p. 31/10/2018);Tarifarias;2018
  166-2018-;2018;  166-2018- Aprueban Precio a Nivel Generación en Subestaciones Base para la determinación de las tarifas máximas a los Usuarios Regulados del Sistema Eléctrico Interconectado Nacional, y su fórmula de reajuste. (e. 30/10/2018 - p. 01/11/2018);Tarifarias;2018
  167-2018-;2018;  167-2018- Aprueba los factores de actualización “p” aplicables a partir del 04 de viembre de 2018 para determinar los cargos unitarios por Compensación por Seguridad de Suministro de Reserva Fría, por Prima, por FISE, por Capacidad de Generación Eléctrica y por Compensación de la Confiabilidad en la Cadena de Suministro de Energía, para el siguiente trimestre, y aprueban el factor de actualización “FA” aplicable a partir del 04 de viembre de 2018 para determinar el Cargo Unitario por Compensación GGEE-DUP, a ser adicionado al Peaje del Sistema Secundario y Complementario de Transmisión asignado al Área de Demanda 15 aprobado mediante Resolución  064-2018-, para el siguiente trimestre. (e. 30/10/2018 - p. 01/11/2018) Corregida por Fe de Erratas publicada el 07/11/2018;Tarifarias;2018
  168-2018-;2018;  168-2018- Modifican el Plan de Inversiones en Transmisión del período comprendido entre el 01 de mayo de 2017 al 30 de abril de 2021, aprobado mediante Resolución  104-2016- y reemplazado con Resolución  193-2016-, en lo correspondiente al Área de Demanda 2, según se detalla en la sección 6.4 (Modificación del Plan de Inversiones 2017-2021) del Informe Técnico  480-2018-GRT, a solicitud de la empresa Electrorte S.A. En el numeral 6.3.3.3 del citado informe se encuentra el pronunciamiento con relación a la solicitud de recocimiento de Elementos cuyo año de fabricación es anterior al previsto en la rma “Procedimiento de Altas y Bajas en Sistemas de Transmisión Eléctrica de SST y SCT”, aprobada con Resolución  018-2014-. (e. 30/10/2018 - p. 01/11/2018);Tarifarias;2018
  169-2018-;2018;  169-2018- Modifican el Plan de Inversiones en Transmisión del período comprendido entre el 01 de mayo de 2017 al 30 de abril de 2021, aprobado mediante Resolución  104-2016- y reemplazado con Resolución  193-2016-, en lo correspondiente al Área de Demanda 8, según se detalla en la sección 6.4 (Modificación del Plan de Inversiones 2017-2021) del Informe Técnico  482-2018-GRT, a solicitud de la empresa Electrodunas S.A.A. (e. 30/10/2018 - p. 01/11/2018);Tarifarias;2018
  170-2018-;2018;  170-2018- Establecen el Saldo de la Cuenta de Promoción y el reajuste tarifario de la concesión de distribución de gas natural por red de ductos de Lima y Callao. (e. 30/10/2018 - p. 31/10/2018);Tarifarias;2018
  171-2018-;2018;  171-2018- En cumplimiento de lo dispuesto en el Decreto Supremo  063-2005-EM, aprobar la valorización de la red de gas natural instalada en la zona industrial de Trujillo por la empresa Especialistas en Gas del Perú S.A.C. en un monto ascendente a USD 143 627,13 (Ciento cuarenta y tres mil seiscientos veintisiete y 13/100 dólares americas), en valores a mayo de 2018. El cálculo correspondiente se encuentra detallado en la sección 7 del Informe Técnico  478-2018-GRT. (e. 30/10/2018 - p. 01/11/2018);Tarifarias;2018
  172-2018-;2018;  172-2018- Modifican la rma “Opciones Tarifarias y Condiciones de Aplicación de las Tarifas a Usuario Final”. (e. 30/10/2018 - p. 31/10/2018);Tarifarias;2018
  173-2018-;2018;  173-2018- Aprueban Factor de Recargo del Fondo de Compensación Social Eléctrica aplicable a cargos tarifarios de los usuarios del servicio público de electricidad de los sistemas interconectados. (e. 30/10/2018 - p. 31/10/2018);Tarifarias;2018
  174-2018-;2018;  174-2018- Fijan factores de proporción aplicables en el cálculo de la tarifa eléctrica rural de los Sitemas Eléctricos Rurales Convencionales para el periodo viembre 2018 - octubre 2019. (e. 30/10/2018 - p. 31/10/2018);Tarifarias;2018
  175-2018-;2018;  175-2018- Declaran improcedente el recurso de reconsideración interpuesto por la Sociedad Eléctrica del Sur Oeste S.A. contra la Resolución  042-2018-. (e. 30/10/2018 - p. 01/11/2018);Tarifarias;2018
  176-2018-;2018;  176-2018- Declaran  ha lugar solicitud de nulidad presentada por Electro Dunas S.A.A. contra acta de audiencia pública sobre proyecto de resolución de fijación del Valor Agregado de Distribución para el periodo viembre 2018 - octubre 2022. (e. 30/10/2018 - p. 31/10/2018);Tarifarias;2018
  177-2018-;2018;  177-2018- Precisan que el plazo para la interposición de los recursos de reconsideración contra las Resoluciones   157-2018- y  158-2018- vencerá el 12 de viembre de 2018. (e. 30/10/2018 - p. 31/10/2018);Tarifarias;2018
  179-2018-;2018;  179-2018- Aprueban nueva Base de Datos de los Módulos Estándares de Inversión para Sistemas de Transmisión. (e. 15/11/2018 - p. 17/11/2018);Tarifarias;2018
  180-2018-;2018;  180-2018- Modifican Plan de Inversiones en Transmisión del periodo comprendido entre el 1 de mayo de 2017 al 30 de abril de 2021 a que se refieren las RR. s 104 y 193-2016-, a solicitud de las empresas Sociedad Eléctrica del Sur Oeste S.A., Empresa de Generación Eléctrica de Arequipa S.A. y Empresa Regional de Servicio Público de (e. 15/11/2018 - p. 17/11/2018);Tarifarias;2018
  181-2018-;2018;  181-2018- Disponen la publicación en el portal institucional del proyecto de resolución que aprueba el Procedimiento de Liquidación para el Cálculo del Factor de Ajuste por Aplicación del Mecanismo de Promoción para Conexiones Residenciales. (e. 15/11/2018 - p. 17/11/2018);Tarifarias;2018
  183-2018-;2018;  183-2018- Modifica el Plan de Inversiones 2017-2021, a solicitud presentada por la empresa Electro Sur Este S.A.A., correspondiente al Área de Demanda 10. (e. 27/11/2018 - p. 29/11/2018);Tarifarias;2018
  184-2018-;2018;  184-2018- Modifica el Plan de Inversiones 2017-2021, a solicitud presentada por la empresa Electrosur S.A., correspondiente a las Áreas de Demanda 12 y 13. (e. 27/11/2018 - p. 29/11/2018);Tarifarias;2018
  185-2018-;2018;  185-2018- Resuelve el Recurso de Reconsideración interpuesto por la empresa ABY Transmisión S.A contra la Resolución  144-2018-, que aprobó las Tarifas de SCTLN a ser asumidas por terceros. (e. 27/11/2018 - p. 29/11/2018);Tarifarias;2018
  186-2018-;2018;  186-2018- Resuelve el Recurso de Reconsideración presentado por la Minera Kolpa S.A. contra la Resolución  145-2018- que aprobó el pronunciamiento de la solicitud de modificación del Plan de Inversiones 2017-2021. (e. 27/11/2018 - p. 29/11/2018);Tarifarias;2018
  187-2018-;2018;  187-2018- Resuelve el Recurso de Reconsideración presentado por la empresa Electrocentro S.A. contra la Resolución  146-2018- que aprobó el pronunciamiento de la solicitud de modificación del Plan de Inversiones 2017-2021. (e. 27/11/2018 - p. 29/11/2018);Tarifarias;2018
  188-2018-;2018;  188-2018- Resuelve el Recurso de Reconsideración presentado por la empresa Santa Ana S.R.L. contra la Resolución  146-2018- que aprobó el pronunciamiento de la solicitud de modificación del Plan de Inversiones 2017-2021. (e. 27/11/2018 - p. 29/11/2018);Tarifarias;2018
  189-2018-;2018;  189-2018- Disponen la publicación en el portal institucional del Proyecto de Resolución que modifica el “Procedimiento para la Liquidación del Plan Quinquenal de Inversiones de las Concesiones de Distribución de Gas Natural por Red de Ductos (e. 27/11/2018 - p. 29/11/2018);Tarifarias;2018
  191-2018-;2018;  191-2018- Modifican el Plan de Inversiones en Transmisión del período mayo 2017 - abril 2021, en lo correspondiente al Área de Demanda 14, a solicitud de Electro Ucayali S.A. (e. 06/12/2018 - p. 10/12/2018);Tarifarias;2018
  192-2018-;2018;  192-2018- Modifican el Plan de Inversiones en Transmisión del período comprendido entre el 01 de mayo de 2017 al 30 de abril de 2021, aprobado mediante Resolución  104-2016- y reemplazado con Resolución  193-2016- , en lo correspondiente al Área de Demanda 7. (e. 17/12/2018 - p. 20/12/2018);Tarifarias;2018
  193-2018-;2018;  193-2018- Modifican el Procedimiento Técnico del COES  31 “Cálculo de los Costos Variables de las Unidades de Generación”, aprobado mediante Resolución  156-2016-. (e. 17/12/2018 - p. 20/12/2018) Corregida por Fe de Erratas publicada el 29/12/2018;Tarifarias;2018
  194-2018-;2018;  194-2018- Disponen la publicación, en el portal de internet de  http://www..gob.pe/Resoluciones/Resoluciones-GRT-2018.aspx, del proyecto de resolución que aprueba la modificación del Procedimiento Técnico del COES  10 “Liquidación de la Valorización de las Transferencias de energía activa y Valorización de Servicios Complementarios e Inflexibilidades Operativas”. (e. 17/12/2018 - p. 20/12/2018);Tarifarias;2018
  195-2018-;2018;  195-2018- Disponen la publicación, en el portal de internet de  http://www..gob.pe/Resoluciones/Resoluciones-GRT-2018.aspx, del proyecto de resolución que aprueba la modificación del Procedimiento Técnico del COES  07 “Determinación de los Costos Marginales de Corto Plazo”, aprobado con Resolución  179-2017-. (e. 17/12/2018 - p. 20/12/2018);Tarifarias;2018
  196-2018-;2018;  196-2018- Disponen la publicación, en el portal de internet de  http://www..gob.pe/Resoluciones/Resoluciones-GRT-2018.aspx del proyecto de resolución que aprueba la modificación del Procedimiento Técnico del COES  46 “Garantías y Constitución de Fideicomisos para el Mercado Mayorista de Electricidad”, aprobado con Resolución  190-2017-. (e. 17/12/2018 - p. 20/12/2018);Tarifarias;2018
  197-2018-;2018;  197-2018- Declaran fundado, fundado en parte e infundado los extremos del recurso de reconsideración interpuesto por Electrorte Medio S.A. contra la Resolución  155-2018- que modificó el Plan de Inversiones en Transmisión del período comprendido entre el 01 de mayo de 2017 al 30 de abril de 2021, aprobado mediante Resolución  104-2016- y reemplazado con Resolución  193-2016-, en lo correspondiente al Área de Demanda 3. (e. 17/12/2018 - p. 20/12/2018);Tarifarias;2018
  198-2018-;2018;  198-2018- Declaran fundado el recurso de reconsideración interpuesto por Electrorte S.A. contra la Resolución  168-2018- mediante la cual, se modificó el Plan de Inversiones en Transmisión del período comprendido entre el 01 de mayo de 2017 al 30 de abril de 2021, aprobado mediante Resolución  104-2016- y reemplazado con Resolución  193-2016-, en lo correspondiente al Área de Demanda 2. (e. 17/12/2018 - p. 20/12/2018);Tarifarias;2018
  199-2018-;2018;  199-2018- Declaran infundado el recurso de reconsideración interpuesto por la empresa Especialistas en Gas del Perú S.A.C. contra la Resolución  171-2018- mediante la cual se aprobó la valorización de la red de gas natural instalada en la zona industrial de Trujillo, en el marco de lo dispuesto en el Decreto Supremo  063-2005-EM. (e. 17/12/2018 - p. 20/12/2018);Tarifarias;2018
  200-2018-;2018;  200-2018- Declaran fundados, fundados en parte e infundados los extremos del recurso de reconsideración interpuesto por la empresa Luz del Sur S.A.A. contra la Resolución  Nº 157-2018- que fijó el Valor Nuevo de Reemplazo (VNR) al 31 de diciembre de 2017. (e. 26/12/2018 - p. 28/12/2018);Tarifarias;2018
  201-2018-;2018;  201-2018- Declaran fundados, fundados en parte e infundados los extremos del recurso de reconsideración interpuesto por la empresa Enel Distribución Perú S.A.A. contra la Resolución  Nº 157-2018- que fijó el Valor Nuevo de Reemplazo (VNR) al 31 de diciembre de 2017. (e. 26/12/2018 - p. 28/12/2018);Tarifarias;2018
  202-2018-;2018;  202-2018- Declaran fundados, fundados en parte e infundados los extremos del recurso de reconsideración interpuesto por la empresa Electro Dunas S.A.A. contra la Resolución  Nº 157-2018- que fijó el Valor Nuevo de Reemplazo (VNR) al 31 de diciembre de 2017. (e. 26/12/2018 - p. 28/12/2018);Tarifarias;2018
  203-2018-;2018;  203-2018- Resolución Complementaria que modifica el Valor Nuevo de Reemplazo de las Instalaciones de Distribución Eléctrica al 31 de diciembre de 2017, fijado en el Artículo 1 de la Resolución Nº 157-2018-. (e. 26/12/2018 - p. 28/12/2018);Tarifarias;2018
  204-2018-;2018;  204-2018- Declaran fundados, fundados en parte e infundados los extremos del recurso de reconsideración interpuesto por la empresa Luz del Sur S.A.A. contra la Resolución  Nº 158-2018- que fijó los Valores Agregados de Distribución. (e. 26/12/2018 - p. 28/12/2018);Tarifarias;2018
  205-2018-;2018;  205-2018- Declaran fundados, fundados en parte e infundados los extremos del recurso de reconsideración interpuesto por la empresa Enel Distribución Perú S.A.A. contra la Resolución  Nº 158-2018- que fijó los Valores Agregados de Distribución. (e. 26/12/2018 - p. 28/12/2018);Tarifarias;2018
  206-2018-;2018;  206-2018- Declaran fundados, fundados en parte e infundados los extremos del recurso de reconsideración interpuesto por la empresa Electro Dunas S.A.A. contra la Resolución  Nº 158-2018- que fijó los Valores Agregados de Distribución. (e. 26/12/2018 - p. 28/12/2018);Tarifarias;2018
  207-2018-;2018;  207-2018- Declaran fundados e infundados los extremos del recurso de reconsideración interpuesto por el Consorcio Eléctrico Villacurí S.A.C. contra la Resolución  Nº 158-2018- que fijó los Valores Agregados de Distribución. (e. 26/12/2018 - p. 28/12/2018);Tarifarias;2018
  208-2018-;2018;  208-2018- Declaran fundados e infundados los extremos del recurso de reconsideración interpuesto por Electro Tocache S.A. contra la Resolución  Nº 158-2018- que fijó los Valores Agregados de Distribución. (e. 26/12/2018 - p. 28/12/2018);Tarifarias;2018
  209-2018-;2018;  209-2018- Declaran fundados, fundados en parte e infundados los extremos del recurso de reconsideración interpuesto por la Empresa de Interés Local Hidroeléctrica de Chacas S.A. contra la Resolución  Nº 158-2018- que fijó los Valores Agregados de Distribución. (e. 26/12/2018 - p. 28/12/2018);Tarifarias;2018
  210-2018-;2018;"  210-2018- Resolución complementaria que modifica los Valores Agregados de Distribución; la participación de los costos de inversión (aVNR) y, los costos de operación y mantenimiento en el VADMT, VADBT y VADSED; la incidencia del costo de capital de trabajo en el VADMT y VADBT; y los Cargos Fijos, señalados en el Numeral 2.1 del Artículo 2 de la Resolución  Nº 158-2018-. (e. 26/12/2018 - p. 28/12/2018)";Tarifarias;2018
  211-2018-;2018;  211-2018- Declaran fundados e infundados los extremos del recurso de reconsideración interpuesto por la empresa Enel Distribución Perú S.A.A. contra la Resolución  Nº 160-2018- mediante la cual, se modificó el Plan de Inversiones en Transmisión del período comprendido entre el 01 de mayo de 2017 al 30 de abril de 2021, aprobado mediante Resolución Nº 104-2016- y reemplazado con Resolución Nº 193-2016-, en lo correspondiente al Área de Demanda 6. (e. 26/12/2018 - p. 28/12/2018) Corregida por Fe de Erratas publicada el 03/01/2019;Tarifarias;2018
  212-2018-;2018;  212-2018- Declaran  ha lugar la nulidad parcial, fundado, infundado e improcedente los extremos del recurso de reconsideración interpuesto por la empresa Electro Dunas S.A.A. contra la Resolución  Nº 169-2018- mediante la cual, se modificó el Plan de Inversiones en Transmisión del período comprendido entre el 01 de mayo de 2017 al 30 de abril de 2021, aprobado mediante Resolución Nº 104-2016- y reemplazado con Resolución Nº 193-2016-, en lo correspondiente al Área de Demanda 8. (e. 26/12/2018 - p. 28/12/2018);Tarifarias;2018
  216-2018-;2018;  216-2018- Emitir autorización previa para la modificación de los Contratos de Suministro suscritos por la empresa distribuidora Luz del Sur S.A.A. con diversas empresas de generación eléctrica, en el marco de lo dispuesto por el Decreto Supremo  022-2018-EM y modificatoria, así como de la Resolución Ministerial  509-2018-MEM/DM.;Tarifarias;2018
  217-2018-;2018;  217-2018- Emitir autorización previa para la modificación de los Contratos de Suministro suscritos por la empresa distribuidora Enel Distribución Perú S.A.A. con diversas empresas de generación eléctrica, en el marco de lo dispuesto por el Decreto Supremo  022-2018-EM y modificatoria, así como de la Resolución Ministerial  509-2018-MEM/DM.;Tarifarias;2018
  218-2018-;2018;  218-2018- Disponen emitir autorización previa para la modificación de los Contratos de Suministro suscritos por las empresas distribuidoras del Grupo Distriluz con diversas empresas Generadoras.;Tarifarias;2018
  219-2018-;2018;  219-2018- Disponen emitir autorización previa para la modificación de los Contratos de Suministro suscritos por la empresa distribuidora Sociedad Eléctrica del Sur Oeste S.A. con diversas empresas Generadoras. (e. 28/12/2018 - p. 31/12/2018) Corregida por Fe de Erratas publicada el 12/01/2019;Tarifarias;2018
.001-2018-;2018;.001-2018- Aprueban la rma “Procedimiento para el Cumplimiento de los Contratos asociados al Proyecto: Suministro de Energía para Iquitos” (e. 18/01/2018 - p.20/01/2018).;Tarifarias;2018
.002-2018-OS/GR;2018;.002-2018-OS/GRT Aprueban los costos administrativos y operativos del FISE de las Distribuidoras Eléctricas en sus actividades vinculadas con el descuento en la compra del balón de gas al mes de viembre de 2017. (e. 26/01/2018 - p. 31/01/2018).;Tarifarias;2018
.003-2018-OS/GG;2018;.003-2018-OS/GG Declarar fundado en parte el recurso de apelación interpuesto por Electro Dunas S.A.A. contra la Resolución  073-2017-OS/GRT. (e. 31/01/2018 - p. 01/02/2018).;Tarifarias;2018
.004-2018-;2018;.004-2018- Determinan el Saldo de Cuenta de Promoción de la concesión de distribución de gas natural por red de ductos de Lima y Callao, los factores de ajuste del Reajuste Tarifario y el valor de la alícuota aplicable a la Tarifa Única de Distribución de gas natural desde el 01 de febrero al 30 de abril de 2018. (e. 31/01/2018 - 01/02/2018).;Tarifarias;2018
.004-2018-OS/GG;2018;.004-2018-OS/GG Declarar fundado en parte el recurso de apelación interpuesto por Enel Distribución Perú S.A.A. contra la Resolución  073-2017-OS/GRT. (e. 31/01/2018 - p. 01/02/2018).;Tarifarias;2018
.004-2018-OS/GR;2018;.004-2018-OS/GRT Aprueban programa trimestral de transferencias mensuales de los recursos del FISE habilitados para el Mecanismo de Compensación de la Tarifa Eléctrica Residencial a las distribuidoras eléctricas. (e. 01/02/2018-p.03/02/2018).;Tarifarias;2018
.005-2018-;2018;.005-2018- Aprueban el Precio a Nivel Generación en Subestaciones Base para la determinación de las tarifas máximas a los Usuarios Regulados del Sistema Eléctrico Interconectado Nacional, y su fórmula de reajuste, aplicables para el siguiente trimestre, a partir del 04 de febrero de 2018.( e. 31/0/2018 - p. 02/02/0218).;Tarifarias;2018
.005-2018-OS/GG;2018;.005-2018-OS/GG Declarar fundado en parte el recurso de apelación interpuesto por Red de Energía del Perú S.A. contra la Resolución  073-2017-OS/GRT. (e. 31/01/2018 - p. 01/02/2018).;Tarifarias;2018
.006-2018-;2018;.006-2018- Aprueban los factores de actualización “p” aplicables a partir del 04 de febrero de 2018 para determinar los cargos unitarios por Compensación por Seguridad de Suministro de Reserva Fría (RF) de Talara, RF Ilo, RF Puerto Eten, RF Puerto Maldonado y RF Pucallpa, por Compensación de los Costos Variables Adicionales (CVOACMg), Compensación de los Retiros Sin Contratos (CVOA-RSC), por Prima, por FISE, por Compensación de la Confiabilidad en la Cadena de Suministro de Energía y por Capacidad de Generación Eléctrica, para el siguiente trimestre. ( e. 31/0/2018 - p. 02/02/0218).;Tarifarias;2018
.006-2018-OS/GG;2018;.006-2018-OS/GG Declarar fundado en parte el recurso de apelación interpuesto por la Sociedad Nacional de Minería Petróleo y Energía contra la Resolución  073-2017-OS/GRT. (e. 31/01/2018 - p. 01/02/2018).;Tarifarias;2018
.006-2018-OS/GR;2018;.006-2018-OS/GRT Fijan Márgenes Comerciales y nuevas Bandas de Precios de combustibles derivados del petróleo. (e. 21/02/2018 - p. 22/02/2018).;Tarifarias;2018
.007-2018-;2018;.007-2018- Aprueban la “Actualización de la Base de Datos de los Módulos Estándares de Inversión para Sistemas de Transmisión con Costos 2017”. (e. 31/01/2018 - p. 02/02/2018).;Tarifarias;2018
.007-2018-OS/GR;2018;.007-2018-OS/GRT Aprobar los costos administrativos y operativos del FISE de las Distribuidoras Eléctricas en sus actividades vinculadas con el descuento en la compra del balón de gas al mes de diciembre 2017. (e. 01/03/2018 - p. 03/03/2018).;Tarifarias;2018
